FrameNumber,dx,dy,X,Y
1551,0.13,-0.03,-2.45,3.07
1552,0.14,-0.1,-2.49,2.99
1553,0.06,-0.04,-2.55,2.99
1554,0.09,0.03,-2.52,2.94
1555,0.1,0.07,-2.53,2.8
1556,0.09,0.1,-2.55,2.64
1557,-0.04,0.33,-2.55,2.46
1558,-0,-0,-2.43,2.05
1559,-0.02,0.2,-2.34,1.98
1560,-0.09,0.24,-2.25,1.71
1561,-0.14,0.25,-2.08,1.42
1562,0.05,0.24,-1.87,1.12
1563,-0.07,0.12,-1.85,0.84
1564,-0.16,0.1,-1.72,0.7
1565,-0.18,0.03,-1.5,0.58
1566,-0.71,0,-1.27,0.52
1567,-0.53,-0.01,-0.52,0.5
1568,-0.59,0,0.03,0.5
1569,-0.57,-0.02,0.62,0.48
1570,-1.47,0.09,1.17,0.48
1571,-0.16,0.01,2.6,0.38
1572,-0.1,0.11,2.67,0.36
1573,0.01,-0,2.69,0.24
1574,0.05,-0.01,2.58,0.23
1575,0.35,0.01,2.45,0.23
1576,0.39,-0,2.02,0.22
1577,0.35,-0.03,1.56,0.22
1578,0.31,-0.03,1.16,0.24
1579,0.56,-0.1,0.81,0.26
1580,0.01,-0,0.23,0.35
1581,0.49,-0.13,0.21,0.34
1582,0.73,-0.13,-0.28,0.46
1583,0.77,-0.19,-1,0.58
1584,0.81,-0.11,-1.73,0.76
1585,0.87,-0.11,-2.49,0.84
1586,1.07,-0.22,-3.27,0.93
1587,2.35,-0.29,-4.24,1.11
1588,1.57,-0.31,-6.45,1.37
1589,1.61,-0.41,-7.8,1.63
1590,1.83,-0.49,-9.15,1.98
1591,1.84,-0.57,-10.68,2.41
1592,1.95,-0.75,-12.16,2.89
1593,4.69,-0.8,-13.71,3.54
1594,1.03,-0.21,-17.94,4.22
1595,0.74,0.06,-18.38,4.29
1596,0.85,-0.43,-18.5,4.09
1597,0.3,-0.58,-18.74,4.39
1598,0.21,-0.79,-18.42,4.83
1599,-0.03,-0.89,-18.01,5.46
1600,-0.01,-0.74,-17.38,6.17
1601,-0.23,-0.45,-16.79,6.7
1602,-0.48,0.05,-16,6.93
1603,0,0,-14.98,6.65
1604,-0.41,0.33,-14.49,6.43
1605,-0.43,0.56,-13.59,5.88
1606,-0.47,0.56,-12.71,5.13
1607,-0.24,0.23,-11.82,4.4
1608,-0.64,0.21,-11.19,4.02
1609,-0.42,0.18,-10.17,3.68
1610,-0.41,0.07,-9.41,3.37
1611,-0.39,0.03,-8.68,3.19
1612,-1.41,0.22,-8,3.06
1613,-0.28,0.01,-6.32,2.74
1614,-0.05,-0.09,-5.83,2.63
1615,0.36,-0.24,-5.59,2.63
1616,0.73,-0.54,-5.76,2.78
1617,2.29,-1.86,-6.3,3.24
1618,1.32,-1.24,-8.39,4.99
1619,1.59,-1.42,-9.43,6.06
1620,1.41,-1.46,-10.71,7.28
1621,1.21,-1.12,-11.76,8.5
1622,4.04,-4.56,-12.58,9.33
1623,0.93,-1.83,-16.19,13.58
1624,0.71,-1.62,-16.58,14.96
1625,0.6,-1.29,-16.75,16.08
1626,1.34,-0.62,-16.79,16.83
1627,0.65,0.79,-17.57,16.89
1628,0.36,1.28,-17.63,15.54
1629,0.52,1.3,-17.4,13.74
1630,0.35,1.05,-17.34,11.98
1631,0.09,0.75,-17.11,10.52
1632,-0.25,2.55,-16.63,9.43
1633,-0.59,1.94,-15.83,6.56
1634,-0.79,2.57,-14.72,4.41
1635,-1.86,5.69,-13.44,1.69
1636,-0.85,2.06,-11.13,-4.05
1637,-0.94,1.88,-9.91,-5.98
1638,-0.93,1.5,-8.64,-7.66
1639,-0.92,1.58,-7.42,-8.91
1640,-0.96,1.44,-6.25,-10.19
1641,-0.74,0.67,-5.08,-11.29
1642,-0.33,0.14,-4.18,-11.59
1643,-0.05,-0.56,-3.71,-11.34
1644,0.12,-0.68,-3.54,-10.4
1645,-0,-0,-3.54,-9.37
1646,-0.05,-0.16,-3.43,-9.06
1647,-0.5,1.27,-3.27,-8.6
1648,-0.36,0.4,-2.65,-9.58
1649,-0.46,0.58,-2.21,-9.67
1650,-0.47,0.7,-1.68,-9.93
1651,-0.2,0.25,-1.15,-10.29
1652,-0.49,0.57,-0.92,-10.2
1653,-1.09,0.51,-0.4,-10.43
1654,-1.45,0.32,0.7,-10.6
1655,-1.52,0.81,2.13,-10.56
1656,-2.1,1.38,3.58,-11.02
1657,-0,0,5.56,-12.03
1658,-2.47,1.88,5.37,-11.64
1659,-5.9,2.76,7.67,-13.12
1660,-2.52,0.77,13.31,-15.45
1661,-1.69,0.38,15.39,-15.7
1662,-0.96,0.3,16.56,-15.56
1663,0.71,-1.24,16.97,-15.35
1664,0.13,-0.21,15.7,-13.6
1665,0.59,-0.45,15.05,-12.93
1666,0.02,-0.46,13.96,-12.05
1667,-0,0,13.47,-11.19
1668,0.82,0.2,13.02,-10.82
1669,1.49,0.51,11.77,-10.66
1670,1.99,0.6,9.89,-10.81
1671,5.26,1.2,7.57,-11.05
1672,9.96,1.52,2.06,-11.89
1673,3.94,3.01,-7.97,-13.01
1674,3.1,-2.49,-11.65,-15.59
1675,0.95,1.37,-14.36,-12.59
1676,2.23,1.17,-14.83,-13.54
1677,5.41,-0.85,-16.56,-14.26
1678,1.8,1.56,-21.42,-12.93
1679,-29.37,-6.2,-22.5,-14.06
1680,-0.62,-3.46,-22.5,-14.06
1681,4.85,-2.71,-21.13,-10.13
1682,16.3,-2.37,-25.27,-7.08
1683,35.39,-1.2,-25.27,-7.08
1684,-6.92,-9.67,-25.27,-7.08
1685,-1.74,-8.71,-17.5,2.83
1686,-5.66,-1.43,-15.18,11.44
1687,-5.82,0.26,-9.01,12.49
1688,-2.93,2.59,-2.9,11.82
1689,0.04,2.4,0.13,8.84
1690,0.94,1.38,0.08,6.14
1691,-0.18,0.77,-0.86,4.55
1692,-2.26,-1.22,-0.65,3.63
1693,-3.78,-1.12,1.64,4.74
1694,-5.21,-0.72,5.36,5.69
1695,-4.17,-1.06,10.39,6.22
1696,-1.27,0.71,14.21,7.08
1697,0.46,-0.01,15.01,6.13
1698,0.38,-0.05,14.05,5.93
1699,-0.1,1.03,13.21,5.78
1700,-1.29,-0.49,12.86,4.56
1701,-2.44,-0.37,13.73,4.9
1702,-3.02,-0.4,15.71,5.11
1703,-2.16,-0.78,18.21,5.34
1704,0.6,0.29,19.76,5.95
1705,0.87,-0.45,18.5,5.46
1706,-0.84,0.02,17.01,5.72
1707,-1.02,1.24,17.29,5.51
1708,-0.61,-0.26,17.73,4.08
1709,0.96,-0.05,17.75,4.2
1710,1.69,-0.07,16.2,4.11
1711,3.23,-0.49,13.97,4.04
1712,3.51,0.51,10.28,4.39
1713,4.26,0.98,6.43,3.73
1714,6.14,4.53,1.95,2.63
1715,5.98,4.24,-4.25,-1.99
1716,1.44,4.27,-10.08,-6.17
1717,0.71,8.56,-11.19,-10.24
1718,-50.22,33.51,-11.52,-18.45
1719,-62.46,42.57,-11.52,-18.45
1720,1.28,11.92,-11.52,-18.45
1721,-36.55,22.76,-12.42,-29.76
1722,-36.18,4.94,-12.42,-29.76
1723,-27.34,7.91,-12.42,-29.76
1724,-23.99,8.77,-12.42,-29.76
1725,-19.97,7.35,-12.42,-29.76
1726,-11.51,5.35,-12.42,-29.76
1727,-8.26,2.49,-0.5,-34.12
1728,-7.65,1.3,7.78,-35.47
1729,-5.61,0.63,15.18,-35.59
1730,-7.5,-11.08,20.28,-35.04
1731,-0.37,-3.12,20.28,-35.04
1732,0.54,-1.86,20.28,-35.04
1733,1.04,-1.79,19.06,-32.01
1734,1.26,-2.23,17.39,-29.15
1735,0.82,-2.95,15.55,-25.95
1736,0.29,-4.2,14.21,-22.13
1737,0.67,-5.44,13.45,-17.2
1738,1.71,-4.27,12.32,-11.18
1739,2.03,-0.75,10.2,-6.54
1740,1.95,0.33,7.83,-5.57
1741,2.07,-0.39,5.62,-5.71
1742,2.03,-1.59,3.36,-5.13
1743,1.35,-0.29,1.23,-3.37
1744,1.22,-1.63,-0.17,-2.96
1745,1.24,-1.33,-1.39,-1.23
1746,0.86,-0.34,-2.58,0.13
1747,1.1,-1.03,-3.36,0.47
1748,5.82,-1.62,-4.35,1.49
1749,0.91,-0.4,-10.03,3.06
1750,0.21,-0.41,-10.6,3.35
1751,-0.18,-0.16,-10.46,3.65
1752,-0.48,-0.33,-9.93,3.68
1753,-0.36,-0.32,-9.12,3.89
1754,0.03,-0.07,-8.45,4.08
1755,0.27,-0.14,-8.2,4.02
1756,-0.06,-0.1,-8.2,4.02
1757,-0.41,0.02,-7.87,3.99
1758,-0.45,-0.09,-7.2,3.83
1759,-0.55,-0.56,-6.51,3.8
1760,-0.53,-0.99,-5.74,4.23
1761,-4.31,-2.93,-5.02,5.08
1762,-3.38,0.3,-0.55,7.84
1763,-3.84,0.29,2.85,7.28
1764,-3.65,0.4,6.59,6.74
1765,-3.37,0.61,10.03,6.12
1766,-2.4,0.21,13.06,5.31
1767,-1.54,0.02,15.02,4.92
1768,-1.11,0.03,16.06,4.73
1769,-0.85,-0.2,16.64,4.55
1770,-0.46,-0.21,16.93,4.59
1771,-0.53,-0.21,16.83,4.65
1772,-0.27,-0.18,16.8,4.71
1773,-0.25,-0.34,16.51,4.73
1774,-0.37,0.07,16.2,4.91
1775,-0.74,-0.01,16.03,4.68
1776,-0.69,0.2,16.24,4.53
1777,-0.45,0.1,16.39,4.18
1778,-0.48,-0.32,16.3,3.94
1779,-0.51,-0.12,16.23,4.13
1780,-0.37,-0.24,16.2,4.12
1781,-0.08,-0.49,16.03,4.22
1782,0.33,-0.24,15.57,4.58
1783,0.63,-0.4,14.72,4.67
1784,0.58,-0.6,13.6,4.91
1785,0.3,-0.35,12.57,5.35
1786,-0.41,-0.5,11.85,5.52
1787,-0.83,-0.94,11.86,5.84
1788,-1.27,-0.38,12.3,6.58
1789,-6.11,-0.88,13.16,6.74
1790,-0.92,-0.26,18.83,7.4
1791,-0.91,0.11,19.12,7.41
1792,-0.99,-0.18,19.4,7.06
1793,-1.05,-0.19,19.74,7
1794,-1.25,-0.05,20.13,6.96
1795,-1.45,-0.09,20.71,6.77
1796,-1.37,-0.04,21.47,6.64
1797,-1.19,0.34,22.13,6.46
1798,-0.83,0.28,22.58,5.9
1799,-1.02,0.66,22.65,5.43
1800,-1.11,0.61,22.92,4.59
1801,-1.24,0.58,23.27,3.83
1802,0.53,-0.43,23.73,3.13
1803,1.78,-0.7,22.41,3.45
1804,1.05,-0.65,19.88,4.04
1805,-0.01,-0,18.17,4.55
1806,-1.91,0.59,17.57,4.4
1807,-2.87,0.09,18.9,3.66
1808,-2.48,-0.21,21.14,3.45
1809,-2.22,-0.41,22.91,3.54
1810,-1.83,-0.46,24.37,3.84
1811,-1.21,-0.6,25.38,4.17
1812,-1.47,-0.36,25.74,4.64
1813,-1.92,0.15,26.36,4.84
1814,-0.11,-0.51,27.39,4.53
1815,-6.48,-1.54,26.59,4.89
1816,-1.56,0.67,32.18,6.26
1817,-2.35,0.21,32.67,5.38
1818,-1.86,-0.15,33.93,4.99
1819,-0.91,-0.45,34.65,4.97
1820,-1.14,-1.13,34.41,5.25
1821,-1.63,-1.34,34.41,6.21
1822,-0.97,-1.01,34.89,7.34
1823,0.01,-1.15,34.7,8.1
1824,0.05,-0.96,33.53,8.98
1825,-0.7,-0.53,32.37,9.64
1826,-0.69,-0.54,31.99,9.85
1827,-0.44,-0.24,31.62,10.07
1828,-0.59,-0.47,31,9.97
1829,-0.18,-0.63,30.56,10.1
1830,0.19,-0.21,29.72,10.39
1831,0.1,-0.29,28.54,10.26
1832,-1.14,-1.69,27.49,10.21
1833,-1.48,0.61,27.71,11.55
1834,-2.35,1.08,28.27,10.56
1835,-2.62,0.82,29.68,9.12
1836,-1.83,0.78,31.31,8
1837,-1.32,0.63,32.09,6.95
1838,-0.72,0.45,32.34,6.09
1839,-0.12,0.52,31.98,5.44
1840,0.61,0.17,31.03,4.74
1841,0.89,-0.17,29.39,4.41
1842,0.67,0.1,27.53,4.43
1843,0.38,-0.15,25.94,4.19
1844,0.16,-0.07,24.69,4.2
1845,0.15,-0.43,23.71,4.13
1846,0.69,-0.51,22.77,4.43
1847,3.91,1.06,21.33,4.79
1848,0.26,0.39,16.71,3.57
1849,0.01,0.4,15.89,3.06
1850,-0.58,0.07,15.36,2.56
1851,-1.13,0.38,15.43,2.41
1852,-1.92,0.25,16.05,1.95
1853,-2.29,0.11,17.43,1.64
1854,-0.55,-0.29,19.14,1.47
1855,0.91,-0.12,19.05,1.71
1856,1.18,-0.22,17.5,1.77
1857,1.22,-0.03,15.74,1.93
1858,1.23,0.09,14,1.89
1859,0.77,0.05,12.3,1.73
1860,-0.18,0.06,11.12,1.63
1861,-0.7,0.29,10.93,1.51
1862,-1.17,0.7,11.27,1.17
1863,-6.42,1,12.06,0.43
1864,-0.41,-0.18,18.08,-0.58
1865,0.12,0.06,17.88,-0.38
1866,0.13,-0.25,17.17,-0.43
1867,0.74,-0.25,16.47,-0.16
1868,0.86,0.04,15.17,0.09
1869,0.39,0.29,13.81,0.05
1870,0.34,1.1,12.96,-0.25
1871,0.6,2.88,12.18,-1.34
1872,0.08,2.92,11.18,-4.18
1873,-0,1.96,10.73,-6.96
1874,0.02,0.79,10.38,-8.69
1875,-0.11,0.16,10.01,-9.2
1876,0.05,-0.2,9.79,-9.05
1877,-0.12,0.2,9.41,-8.55
1878,-0.17,0.52,9.22,-8.46
1879,0.24,0.92,9.08,-8.7
1880,-0.06,1.14,8.54,-9.33
1881,-1.51,2.55,8.31,-10.16
1882,0,0,9.55,-12.37
1883,-1.34,1.63,9.23,-11.96
1884,-2.61,1.66,10.26,-13.19
1885,-4.4,1.87,12.53,-14.42
1886,-8.52,2.03,16.51,-15.81
1887,-15.19,2.36,24.48,-17.31
1888,-11.88,-0.91,38.86,-19.09
1889,-3.52,-0.53,49.44,-17.54
1890,-9.23,-1.53,51.31,-16.43
1891,-2.11,-0.53,58.83,-14.35
1892,0,0,58.98,-13.35
1893,-11.11,-0.8,57.01,-12.91
1894,-9.69,-0.9,65,-11.68
1895,-8.35,-1.23,65,-10.39
1896,-8.22,-0.56,65,-8.8
1897,-14.21,0.72,65,-7.95
1898,-4.28,0.07,65,-8.41
1899,-2.79,-0.95,65,-8.19
1900,-1.99,-0.53,65,-6.97
1901,-0.7,-0.55,64.82,-6.21
1902,-0,-0,63.37,-5.45
1903,-0.75,-0.66,61.26,-5.27
1911,0.89,-1.07,12.58,-0.93
1912,-0.9,1.09,2.51,-0.14
1913,-0.78,0.8,0.58,-0.08
1914,-0.64,0.93,0.18,-0.06
1915,-0.53,0.84,0.08,-0.07
1916,0.03,0.72,0.06,-0.08
1917,0.15,0.81,0.01,-0.08
1918,0.66,1.55,-0.01,-0.09
1919,0.34,0.74,-0.07,-0.18
1920,0.39,0.91,-0.06,-0.14
1921,0.36,0.88,-0.07,-0.16
1922,0.91,1.69,-0.07,-0.18
1923,0.27,0.59,-0.17,-0.32
1924,0.29,0.53,-0.11,-0.23
1925,0.3,0.47,-0.1,-0.19
1926,0.29,0.68,-0.1,-0.18
1927,0.52,1.14,-0.11,-0.24
1928,0.25,0.5,-0.19,-0.4
1929,0.2,0.18,-0.16,-0.34
1930,0.4,0.55,-0.14,-0.23
1931,0.08,0.22,-0.22,-0.32
1932,0.04,0.11,-0.15,-0.26
1933,0.03,-0.07,-0.11,-0.21
1934,0.04,0.04,-0.08,-0.1
1935,0.02,0.11,-0.07,-0.09
1936,0.2,0.14,-0.06,-0.12
1937,0.11,0.35,-0.17,-0.17
1938,0.13,-0.02,-0.2,-0.36
1939,0.26,0.21,-0.25,-0.27
1940,0.13,0.22,-0.42,-0.39
1941,0.14,0.02,-0.48,-0.54
1942,0.2,0.25,-0.57,-0.52
1943,0.18,0.14,-0.75,-0.76
1944,0.18,0.29,-0.91,-0.87
1945,0.35,0.48,-1.06,-1.13
1946,0.17,0.2,-1.37,-1.58
1947,0.12,0.53,-1.49,-1.73
1948,0.37,0.68,-1.56,-2.21
1949,0.07,0.07,-1.88,-2.82
1950,0.02,0.35,-1.89,-2.79
1951,-0.01,0.18,-1.84,-3.05
1952,-0.02,0.07,-1.77,-3.13
1953,-0.04,0.31,-1.69,-3.09
1954,-0.24,0.6,-1.59,-3.3
1955,-0.16,0.25,-1.3,-3.79
1956,-0.19,0.14,-1.1,-3.92
1957,-0.21,0.42,-0.87,-3.92
1958,-0.66,0.91,-0.63,-4.21
1959,-0.24,0.25,0.06,-4.99
1960,-0.23,0.33,0.3,-5.07
1961,-0.24,0.31,0.52,-5.24
1962,-0.24,0.45,0.74,-5.37
1963,-0.47,0.73,0.95,-5.64
1964,-1.18,0.85,1.39,-6.18
1965,-0.3,0.25,2.53,-6.83
1966,-0.3,0.26,2.74,-6.86
1967,-0.29,0.27,2.95,-6.89
1968,0,0,3.14,-6.93
1969,-0.21,0.4,3.04,-6.7
1970,-0.2,0.26,3.15,-6.87
1971,-0.24,0.47,3.25,-6.91
1972,-0.4,0.62,3.38,-7.15
1973,-0.18,0.55,3.67,-7.53
1974,-0.18,0.35,3.73,-7.83
1975,-0.13,0.55,3.78,-7.92
1976,-0.1,0.35,3.79,-8.21
1977,-0.06,0.3,3.76,-8.28
1978,0.05,1.57,3.7,-8.3
1979,0.12,0.42,3.53,-9.6
1980,0.2,0.78,3.29,-9.7
1981,0.58,1.3,2.98,-10.15
1982,0.34,0.56,2.3,-11.11
1983,0.37,0.7,1.89,-11.3
1984,0.43,0.47,1.46,-11.63
1985,0.43,0.38,0.98,-11.71
1986,0.43,0.38,0.52,-11.7
1987,0.41,0.52,0.07,-11.69
1988,0.34,0.39,-0.34,-11.82
1989,0.32,0.27,-0.66,-11.82
1990,-0,0,-0.96,-11.7
1991,0.2,0.12,-0.93,-11.31
1992,0.14,0.15,-1.09,-11.05
1993,0.06,-0.4,-1.2,-10.83
1994,-0.08,0.03,-1.22,-10.07
1995,-0.13,-0.34,-1.1,-9.76
1996,-0.17,-0.37,-0.93,-9.1
1997,-0.24,-0.47,-0.73,-8.43
1998,-0.31,-0.35,-0.46,-7.68
1999,-0.32,-0.34,-0.14,-7.07
2000,-0.39,-0.55,0.18,-6.49
2001,-0.38,-0.39,0.56,-5.72
2002,-0.33,-0.24,0.92,-5.14
2003,-0,-0,1.23,-4.73
2004,-0.34,-0.35,1.18,-4.57
2005,-0.47,-0.62,1.49,-4.07
2006,-0.14,-0.26,1.9,-3.32
2007,-0.05,-0.06,1.98,-2.94
2008,0.07,-0.27,1.96,-2.79
2009,0.2,0.09,1.82,-2.42
2010,0.31,0.02,1.56,-2.44
2011,0.36,0.08,1.2,-2.38
2012,0.37,0.09,0.8,-2.38
2013,0.36,0.34,0.4,-2.39
2014,0.33,0.16,0.03,-2.65
2015,0.26,-0.13,-0.3,-2.72
2016,0,-0,-0.55,-2.5
2017,0.31,-0.36,-0.53,-2.41
2018,-0,-0.31,-0.83,-1.97
2019,-0.1,-0.67,-0.8,-1.6
2020,-0.23,-0.39,-0.67,-0.88
2021,-0.25,-0.81,-0.43,-0.45
2022,-0.31,-1.13,-0.16,0.37
2023,-0.34,-1.16,0.15,1.48
2024,-0.33,-1.28,0.49,2.6
2025,-0.34,-1.27,0.8,3.79
2026,-0.28,-1.26,1.11,4.93
2027,-0.14,0.03,1.35,6.02
2028,-0.38,-1.5,1.45,5.79
2029,-0.31,-1.18,1.78,7.1
2030,-0.17,-1.22,2.02,8.05
2031,-0.18,-0.92,2.13,9
2032,-0.18,-0.92,2.24,9.62
2033,-0.14,-0.67,2.35,10.22
2034,-0.06,-0.34,2.41,10.55
2035,-0.08,0.13,2.39,10.53
2036,-0.05,0.01,2.39,10.05
2037,0.04,0.14,2.36,9.71
2038,0.11,-0,2.24,9.24
2039,0.21,0.04,2.06,8.94
2040,0.39,-0.19,1.78,8.6
2041,0.63,-0.18,1.32,8.5
2042,0.77,-0.02,0.65,8.4
2043,0.9,-0.22,-0.14,8.14
2044,2.96,0.43,-1.04,8.09
2045,1,-0.68,-3.97,7.38
2046,1.08,-0.69,-4.84,7.82
2047,1.11,-0.4,-5.76,8.25
2048,1.27,-0.58,-6.67,8.38
2049,1.38,-0.44,-7.72,8.68
2050,1.5,-0.51,-8.84,8.83
2051,1.64,-0.82,-10.05,9.04
2052,1.74,-0.58,-11.35,9.56
2053,1.75,-0.93,-12.71,9.82
2054,1.63,-1.15,-14.03,10.42
2055,1.49,-0.92,-15.2,11.22
2056,1.52,-1.23,-16.18,11.76
2057,1.55,-1.31,-17.16,12.6
2058,1.58,-1.49,-18.14,13.49
2059,1.66,-1.48,-19.11,14.53
2060,1.79,-1.33,-20.13,15.53
2061,1.88,-1.57,-21.26,16.34
2062,1.97,-1.66,-22.42,17.37
2063,2.09,-1.94,-23.65,18.44
2064,2.11,-2.15,-24.95,19.77
2065,2.16,-2.37,-26.23,21.26
2066,2.13,-2.3,-27.52,22.92
2067,2.2,-2.47,-28.73,24.45
2068,2.31,-2.42,-29.97,26.11
2069,2.36,-2.21,-31.28,27.66
2070,2.38,-2.25,-32.6,28.95
2071,2.38,-1.98,-33.89,30.24
2072,2.4,-1.86,-35.14,31.21
2073,2.37,-2.03,-36.37,32.03
2074,2.17,-1.62,-37.52,33
2075,2.04,-1.52,-38.44,33.51
2076,1.96,-1.44,-39.21,33.91
2077,1.94,-1.23,-39.86,34.23
2078,1.82,-1.14,-40.47,34.31
2079,1.64,-0.99,-40.94,34.31
2080,1.56,-1.09,-41.21,34.15
2081,1.42,-1.04,-41.4,34.11
2082,1.38,-0.82,-41.43,34.01
2083,1.36,-0.61,-41.43,33.7
2084,1.33,-0.43,-41.41,33.18
2085,1.21,-0.4,-41.36,32.51
2086,1.14,-0.21,-41.19,31.82
2087,1.08,-0.27,-40.96,30.97
2088,0.91,-0.51,-40.67,30.21
2089,0.7,-0.27,-40.22,29.71
2090,0.61,-0.25,-39.58,28.99
2091,0.48,-0.1,-38.87,28.27
2092,0.35,-0.02,-38.06,27.42
2093,0.34,0.18,-37.13,26.53
2094,0.32,0.19,-36.24,25.47
2095,0.22,0.41,-35.35,24.42
2096,0.18,0.56,-34.4,23.2
2097,0.11,0.8,-33.43,21.86
2098,-0.05,0.72,-32.43,20.33
2099,-0.31,0.81,-31.29,18.93
2100,-0.37,0.87,-29.94,17.49
2101,-0.49,0.62,-28.57,16.04
2102,-0.6,0.89,-27.12,14.88
2103,-0.57,0.62,-25.62,13.49
2104,-0.64,0.89,-24.2,12.42
2105,-0.58,0.47,-22.76,11.12
2106,-0.49,1.11,-21.42,10.28
2107,-0.8,3.71,-20.21,8.82
2108,-0.43,1.07,-18.74,4.82
2109,-0.62,1.23,-17.68,3.59
2110,-0.84,1.04,-16.47,2.23
2111,-1.07,1.04,-15.08,1.12
2112,-1.37,1.07,-13.51,0.05
2113,-1.74,1,-11.69,-1.02
2114,-1.87,0.9,-9.56,-1.99
2115,-4.4,1.34,-7.37,-2.82
2116,-0.99,0.59,-2.72,-4.06
2117,-0.92,0.37,-1.65,-4.51
2118,-0.73,0.5,-0.67,-4.73
2119,-1.07,0.99,0.08,-5.07
2120,-0.89,0.86,1.15,-5.89
2121,-0.54,0.18,1.99,-6.55
2122,-0.21,-0.45,2.47,-6.51
2123,-0.39,-0.5,2.6,-5.84
2124,-0.56,-0.67,2.9,-5.15
2125,-0.06,-0.97,3.36,-4.31
2126,-0.39,-0.49,3.31,-3.2
2127,0.1,-0.72,3.59,-2.6
2128,0.24,-0.72,3.37,-1.79
2129,0.23,-1.07,3.02,-1.01
2130,0.41,-0.99,2.69,0.09
2131,1.08,-1.15,2.18,1.07
2132,1.39,-1.43,1.03,2.19
2133,1.78,-0.98,-0.39,3.54
2134,1.22,-0.91,-2.16,4.4
2135,1.45,-1.79,-3.31,5.16
2136,1.41,-0.92,-4.65,6.78
2137,1.4,-1.44,-5.9,7.48
2138,1.38,-1.36,-7.1,8.66
2139,1.74,-1.33,-8.24,9.73
2140,1.76,-1.56,-9.71,10.74
2141,1.7,-1.48,-11.14,11.95
2142,1.6,-0.86,-12.47,13.03
2143,1.61,-1.38,-13.66,13.45
2144,1.5,-0.85,-14.81,14.38
2145,1.57,-1.04,-15.82,14.75
2146,1.6,-0.67,-16.86,15.3
2147,1.53,-0.37,-17.9,15.46
2148,1.32,-0.43,-18.83,15.31
2149,1.14,-0.14,-19.53,15.23
2150,1.07,-0.22,-20.01,14.86
2151,1.04,-0.29,-20.41,14.59
2152,0.95,-0.16,-20.77,14.39
2153,0.94,-0.25,-21.03,14.07
2154,0.91,-0.34,-21.27,13.85
2155,0.97,-0.29,-21.47,13.73
2156,1.19,-0.31,-21.73,13.56
2157,1.34,-0.13,-22.2,13.42
2158,1.6,0.06,-22.8,13.1
2159,1.83,-0.12,-23.64,12.6
2160,2.05,0.24,-24.68,12.3
2161,2.31,0.06,-25.91,11.65
2162,2.47,-0.31,-27.36,11.2
2163,2.51,-0.32,-28.91,11.13
2164,2.65,-0.79,-30.46,11.08
2165,2.63,-1.07,-32.1,11.5
2166,2.45,-0.85,-33.66,12.19
2167,2.18,-0.89,-34.98,12.63
2168,1.94,-0.74,-36,13.1
2169,1.5,-0.52,-36.74,13.41
2170,1.2,-0.4,-37.02,13.48
2171,0.86,-0.05,-36.98,13.43
2172,0.43,0.03,-36.61,13.03
2173,-0.25,0.38,-35.82,12.57
2174,-0.9,0.74,-34.38,11.76
2175,-1.6,0.33,-32.33,10.63
2176,-1.91,3.97,-29.65,9.95
2177,-2.5,1.76,-26.75,5.65
2178,-2.5,1.44,-23.36,3.7
2179,-2.6,1.58,-20.08,2.13
2180,-3.4,1.67,-16.81,0.48
2181,-3.33,1.16,-12.85,-1.21
2182,-3.33,0.81,-9.09,-2.32
2183,-3.38,0.71,-5.46,-3.06
2184,-3.11,0.47,-1.9,-3.67
2185,-1.9,3.34,1.27,-4.01
2186,-1.27,0.33,1.27,-4.01
2187,-1.21,0.01,2.5,-4.21
2188,-0.99,0.12,3.62,-4.08
2189,-0.91,-0.01,4.49,-4.06
2190,-0.78,-0.07,5.26,-3.91
2191,-0.55,0.02,5.86,-3.71
2192,-0.33,0.19,6.22,-3.61
2193,-0.12,-0.64,6.34,-3.68
2194,-0.11,0.13,6.25,-2.91
2195,-0.14,0.06,6.16,-2.94
2196,-0.15,-0.31,6.09,-2.91
2197,-0.16,-0.05,6.03,-2.5
2198,-0.13,-0.34,5.99,-2.37
2199,0.01,-0.25,5.92,-1.95
2200,0.36,-0.43,5.71,-1.64
2201,0.17,-0.33,5.15,-1.16
2202,0.37,-0.1,4.81,-0.79
2203,0.67,-0.14,4.28,-0.65
2204,1.03,-0.49,3.47,-0.49
2205,1.62,-0.28,2.33,0.01
2206,2.29,-0.29,0.63,0.29
2207,2.47,-0.19,-1.68,0.57
2208,2.5,-0.27,-4.09,0.74
2209,2.46,-0.32,-6.45,0.98
2210,2.42,-0.29,-8.69,1.27
2211,2.55,-0.36,-10.83,1.52
2212,2.55,-0.35,-13.01,1.83
2213,2.61,-0.22,-15.13,2.11
2214,2.69,0.05,-17.23,2.26
2215,2.82,0.07,-19.35,2.14
2216,3.22,1.76,-21.53,2
2217,4.38,5.57,-24.04,0.17
2218,4.97,-0.34,-24.04,0.17
2219,5,-0.58,-28.21,0.5
2220,3.18,5.37,-32.26,1.07
2221,4.26,-1.09,-34.37,-4.33
2222,3.36,3.27,-37.48,-3.1
2223,3.41,1.78,-39.59,-6.27
2224,3.28,0.86,-41.69,-7.84
2225,2.76,0.95,-43.58,-8.44
2226,2.55,-0.02,-44.88,-9.11
2227,2.27,0.7,-45.94,-8.79
2228,2.04,0.58,-46.68,-9.19
2229,2,0.57,-47.16,-9.47
2230,1.83,0.44,-47.58,-9.73
